Query;Results
Converting array to list in Java;https://github.com/kevinsawicki/http-request/blob/2d62a3e9da726942a93cf16b6e91c0187e6c0136/lib/src/main/java/com/github/kevinsawicki/http/HttpRequest.java#L835-L858
Converting array to list in Java;https://github.com/apache/groovy/blob/71cf20addb611bb8d097a59e395fd20bc7f31772/src/main/java/org/codehaus/groovy/runtime/typehandling/DefaultTypeTransformation.java#L482-L484
Converting array to list in Java;https://github.com/dreamhead/moco/blob/83b0fbb9c505e327de6720cff55e7b18078f2aa9/moco-core/src/main/java/com/github/dreamhead/moco/util/Maps.java#L27-L35
Converting array to list in Java;https://github.com/makeandbuild/vessl/blob/3ffc92e691fb96c1873bd82d8bb2dd0e52753acf/src/main/java/com/makeandbuild/vessl/persistence/jdbc/BaseDaoImpl.java#L230-L236
Converting array to list in Java;https://github.com/mebigfatguy/fb-contrib/blob/3b5203196f627b399fbcea3c2ab2b1f4e56cc7b8/src/samples/java/ex/NPMC_Sample.java#L43-L50
Converting array to list in Java;https://github.com/cloudinary/cloudinary_java/blob/58ee1823180da2dea6a2eb7e5cf00d5a760f8aef/cloudinary-core/src/main/java/com/cloudinary/utils/ObjectUtils.java#L57-L69
Converting array to list in Java;https://github.com/camunda/camunda-bpm-platform/blob/1a464fc887ef3760e53d6f91b9e5b871a0d77cc0/engine/src/main/java/org/camunda/bpm/engine/impl/util/CollectionUtil.java#L54-L59
Converting array to list in Java;https://github.com/DJCordhose/jmte/blob/7334e6d111cc2198c5cf69ee336584ab9e192fe5/src/com/floreysoft/jmte/util/Util.java#L208-L267
Converting array to list in Java;https://github.com/httl/httl/blob/e13e00f4ab41252a8f53d6dafd4a6610be9dcaad/httl/src/main/java/httl/spi/methods/TypeMethod.java#L147-L149
Converting array to list in Java;https://github.com/googleapis/google-cloud-java/blob/d2f0bc64a53049040fe9c9d338b12fab3dd1ad6a/google-cloud-clients/google-cloud-bigquery/src/main/java/com/google/cloud/bigquery/QueryParameterValue.java#L264-L274
How to get the current working directory in Java?;https://github.com/Waikato/moa/blob/395982e5100bfe75a3a4d26115462ce2cc74cbb0/moa/src/main/java/moa/gui/experimentertab/PlotTab.java#L984-L1000
How to get the current working directory in Java?;https://github.com/flow/caustic/blob/88652fcf0621ce158a0e92ce4c570ed6b1f6fca9/lwjgl/src/main/java/com/flowpowered/caustic/lwjgl/LWJGLUtil.java#L107-L118
How to get the current working directory in Java?;https://github.com/torquebox/jruby-maven-plugins/blob/bb80f25e856f48bb08e954daa9301b4de4eb1768/ruby-tools/src/main/java/de/saumya/mojo/ruby/gems/GemsConfig.java#L87-L97
How to get the current working directory in Java?;https://github.com/lucee/Lucee/blob/29b153fc4e126e5edb97da937f2ee2e231b87593/core/src/main/java/lucee/runtime/tag/Ftp.java#L470-L476
How to get the current working directory in Java?;https://github.com/graphhopper/graphhopper/blob/c235e306e6e823043cadcc41ead0e685bdebf737/core/src/main/java/com/graphhopper/reader/dem/AbstractElevationProvider.java#L95-L102
How to get the current working directory in Java?;https://github.com/beihaifeiwu/dolphin/blob/b100579cc6986dce5eba5593ebb5fbae7bad9d1a/xmbg-maven-plugin/src/main/java/com/freetmp/maven/mbg/extend/plugin/MavenShellCallback.java#L52-L93
How to get the current working directory in Java?;https://github.com/wildfly/wildfly/blob/64896f1500fe465ad83d96ede9fa19d0c3747f18/ejb3/src/main/java/org/jboss/as/ejb3/timerservice/persistence/filestore/FileTimerPersistence.java#L415-L428
How to get the current working directory in Java?;https://github.com/iovation/launchkey-java/blob/ceecc70b9b04af07ddc14c57d4bcc933a4e0379c/integration/src/main/java/com/iovation/launchkey/sdk/integration/DirectorySteps.java#L227-L235
How to get the current working directory in Java?;https://github.com/tntim96/JSCover/blob/87808b3aa38726b369496331d28ec4111dc5143e/src/main/java/jscover/report/ConfigurationForReport.java#L534-L547
How to get the current working directory in Java?;https://github.com/caelum/vraptor4/blob/593ce9ad60f9d38c360881b2132417c56b8cc093/vraptor-core/src/main/java/br/com/caelum/vraptor/observer/upload/DefaultMultipartConfig.java#L60-L71
Converting `ArrayList<String>' to `String[]' in Java;https://github.com/zaproxy/zaproxy/blob/0cbe5121f2ae1ecca222513d182759210c569bec/src/org/zaproxy/zap/utils/JsonUtil.java#L57-L64
Converting `ArrayList<String>' to `String[]' in Java;https://github.com/h2oai/h2o-3/blob/845eb49dfeaadf638b6e2f779d82fac996391fad/h2o-algos/src/main/java/hex/deepwater/DeepWaterModelInfo.java#L438-L446
Converting `ArrayList<String>' to `String[]' in Java;https://github.com/pravega/pravega/blob/6e24df7470669b3956a07018f52b2c6b3c2a3503/common/src/main/java/io/pravega/common/util/ToStringUtils.java#L114-L117
Converting `ArrayList<String>' to `String[]' in Java;https://github.com/apache/incubator-heron/blob/776abe2b5a45b93a0eb957fd65cbc149d901a92a/examples/src/java/org/apache/heron/examples/streamlet/utils/StreamletUtils.java#L72-L74
Converting `ArrayList<String>' to `String[]' in Java;https://github.com/syphr42/libmythtv-java/blob/cc7a2012fbd4a4ba2562dda6b2614fb0548526ea/ws/src/main/java/org/syphr/mythtv/ws/frontend/impl/FrontendService0_25.java#L146-L163
Converting `ArrayList<String>' to `String[]' in Java;https://github.com/zaproxy/zaproxy/blob/0cbe5121f2ae1ecca222513d182759210c569bec/src/org/zaproxy/zap/authentication/ScriptBasedAuthenticationMethodType.java#L842-L848
Converting `ArrayList<String>' to `String[]' in Java;https://github.com/lucee/Lucee/blob/29b153fc4e126e5edb97da937f2ee2e231b87593/core/src/main/java/lucee/runtime/type/KeyImpl.java#L336-L354
Converting `ArrayList<String>' to `String[]' in Java;https://github.com/google/j2objc/blob/471504a735b48d5d4ace51afa1542cc4790a921a/jre_emul/android/platform/libcore/ojluni/src/main/java/java/util/concurrent/Helpers.java#L52-L69
Converting `ArrayList<String>' to `String[]' in Java;https://github.com/spring-projects/spring-data-solr/blob/20be5cb82498b70134dfda6c1a91ad21f8e657e0/src/main/java/org/springframework/data/solr/core/DefaultQueryParser.java#L547-L552
Converting `ArrayList<String>' to `String[]' in Java;https://github.com/TNG/JGiven/blob/1a69248fc6d7eb380cdc4542e3be273842889748/jgiven-core/src/main/java/com/tngtech/jgiven/impl/ScenarioModelBuilder.java#L554-L561
How can I pad an integer with zeros on the left?;https://github.com/davidmoten/geo/blob/e90d2f406133cd9b60d54a3e6bdb7423d7fcce37/geo/src/main/java/com/github/davidmoten/geo/Base32.java#L128-L138
How can I pad an integer with zeros on the left?;https://github.com/jamesagnew/hapi-fhir/blob/150a84d52fe691b7f48fcb28247c4bddb7aec352/hapi-fhir-structures-dstu3/src/main/java/org/hl7/fhir/dstu3/model/BaseDateTimeType.java#L360-L366
How can I pad an integer with zeros on the left?;https://github.com/bingoohuang/voucher-no/blob/cf914e175c987307b285d1d36ce7ceccfc6213d8/src/main/java/com/github/bingoohuang/voucherno/Strs.java#L13-L16
How can I pad an integer with zeros on the left?;https://github.com/google/j2objc/blob/471504a735b48d5d4ace51afa1542cc4790a921a/translator/src/main/java/com/google/devtools/j2objc/gen/SourceBuilder.java#L170-L179
How can I pad an integer with zeros on the left?;https://github.com/prestodb/presto/blob/89de5e379d8f85e139d292b0add8c537a2a01a88/presto-main/src/main/java/com/facebook/presto/operator/scalar/VarbinaryFunctions.java#L417-L423
How can I pad an integer with zeros on the left?;https://github.com/netty/netty/blob/ba06eafa1c1824bd154f1a380019e7ea2edf3c4c/codec-dns/src/main/java/io/netty/handler/codec/dns/DefaultDnsRecordEncoder.java#L165-L188
How can I pad an integer with zeros on the left?;https://github.com/Unidata/thredds/blob/d2d68f9eee87f345625211324d71d5dc3e162ee1/cdm/src/main/java/ucar/unidata/util/StringUtil2.java#L236-L242
How can I pad an integer with zeros on the left?;https://github.com/spring-projects/spring-shell/blob/23d99f45eb8f487e31a1f080c837061313bbfafa/spring-shell-table/src/main/java/org/springframework/shell/table/KeyValueHorizontalAligner.java#L61-L71
How can I pad an integer with zeros on the left?;https://github.com/betfair/cougar/blob/08d1fe338fbd0e8572a9c2305bb5796402d5b1f5/cougar-framework/cougar-util/src/main/java/com/betfair/cougar/util/BitmapBuilder.java#L31-L38
How can I pad an integer with zeros on the left?;https://github.com/dropbox/dropbox-sdk-java/blob/d86157005fad6233c18b4b0f10f00b8d9d56ae92/src/main/java/com/dropbox/core/json/JsonWriter.java#L153-L159
How can I get the current stack trace in Java?;https://github.com/carewebframework/carewebframework-core/blob/fa3252d4f7541dbe151b92c3d4f6f91433cd1673/org.carewebframework.api-parent/org.carewebframework.api.core/src/main/java/org/carewebframework/api/CompositeException.java#L129-L138
How can I get the current stack trace in Java?;https://github.com/lucee/Lucee/blob/29b153fc4e126e5edb97da937f2ee2e231b87593/core/src/main/java/lucee/runtime/exp/CustomTypeException.java#L61-L78
How can I get the current stack trace in Java?;https://github.com/udoprog/tiny-async-java/blob/987706d4b7f2d13b45eefdc6c54ea63ce64b3310/tiny-async-core/src/main/java/eu/toolchain/concurrent/ConcurrentManaged.java#L230-L237
How can I get the current stack trace in Java?;https://github.com/marcosemiao/log4jdbc/blob/6298e4f8e3ebdc27f9c5d28a957536a44134ccb1/modules/logger/file/log4jdbc-logger-file-stacktrace/src/main/java/fr/ms/log4jdbc/utils/Log4JdbcStackTrace.java#L98-L120
How can I get the current stack trace in Java?;https://github.com/apptentive/apptentive-android/blob/887c08d7bd5ae6488a90366dfb58f58938861a93/apptentive/src/main/java/com/apptentive/android/sdk/debug/Assert.java#L220-L236
How can I get the current stack trace in Java?;https://github.com/blademainer/common_utils/blob/ef6baf0367c16de95a28caab67a7d5842a6d13db/common_helper/src/main/java/com/xiongyingqi/util/StackTraceHelper.java#L66-L73
How can I get the current stack trace in Java?;https://github.com/nutzam/nutz/blob/a38694d5cbda2692e7931ab093c168487a6a4bfe/src/org/nutz/lang/ComboException.java#L43-L50
How can I get the current stack trace in Java?;https://github.com/sporniket/core/blob/3480ebd72a07422fcc09971be2607ee25efb2c26/sporniket-core-lang/src/main/java/com/sporniket/libre/lang/ExceptionTools.java#L75-L94
How can I get the current stack trace in Java?;https://github.com/OpenLiberty/open-liberty/blob/ca725d9903e63645018f9fa8cbda25f60af83a5d/dev/com.ibm.ws.logging.core/src/com/ibm/websphere/ras/TruncatableThrowable.java#L241-L309
How can I get the current stack trace in Java?;https://github.com/airlift/airlift/blob/eb6949a63c998e914f498a7147cefc9dca923d51/jmx/src/main/java/io/airlift/jmx/StackTraceMBean.java#L33-L47
Java 8 List<V> into Map<K. V>;https://github.com/goldmansachs/reladomo/blob/e9a069452eece7a6ef9551caf81a69d3d9a3d990/reladomo/src/main/java/com/gs/fw/common/mithra/finder/ChainedMapper.java#L96-L106
Java 8 List<V> into Map<K. V>;https://github.com/amaembo/streamex/blob/936bbd1b7dfbcf64a3b990682bfc848213441d14/src/main/java/one/util/streamex/EntryStream.java#L2059-L2061
Java 8 List<V> into Map<K. V>;https://github.com/mongodb/mongo-java-driver/blob/a92d47e2e9f2fca55d09229a0a2e2cdc714db085/driver-sync/src/main/com/mongodb/client/internal/MongoCollectionImpl.java#L278-L282
Java 8 List<V> into Map<K. V>;https://github.com/trajano/caliper/blob/a8bcfd84fa9d7b893b3edfadc3b13240ae5cd658/caliper/src/main/java/com/google/caliper/runner/FullCartesianExperimentSelector.java#L86-L90
Java 8 List<V> into Map<K. V>;https://github.com/landawn/AbacusUtil/blob/544b7720175d15e9329f83dd22a8cc5fa4515e12/src/com/landawn/abacus/util/ListMultimap.java#L292-L307
Java 8 List<V> into Map<K. V>;https://github.com/apache/flink/blob/b62db93bf63cb3bb34dd03d611a779d9e3fc61ac/flink-optimizer/src/main/java/org/apache/flink/optimizer/util/Utils.java#L46-L54
Java 8 List<V> into Map<K. V>;https://github.com/google/guava/blob/7155d12b70a2406fa84d94d4b8b3bc108e89abfd/guava/src/com/google/common/collect/Multimaps.java#L1280-L1285
Java 8 List<V> into Map<K. V>;https://github.com/boonproject/boon/blob/9bc6870dbe5dd58c45c18d8edb493e8efc089463/boon/src/main/java/org/boon/Lists.java#L764-L771
Java 8 List<V> into Map<K. V>;https://github.com/aol/cyclops/blob/59a9fde30190a4d1faeb9f6d9851d209d82b81dd/cyclops-reactive-collections/src/main/java/com/oath/cyclops/data/collections/extensions/lazy/immutable/LazyPOrderedSetX.java#L81-L83
Java 8 List<V> into Map<K. V>;https://github.com/Wolfgang-Schuetzelhofer/jcypher/blob/0f36914b4d6993a004cc235bb18dd3e02a59d253/src/main/java/iot/jcypher/query/api/collection/CFrom.java#L39-L43
Reading a plain text file in Java;https://github.com/joniles/mpxj/blob/143ea0e195da59cd108f13b3b06328e9542337e8/src/main/java/net/sf/mpxj/asta/AstaFileReader.java#L110-L115
Reading a plain text file in Java;https://github.com/Samsung/GearVRf/blob/05034d465a7b0a494fabb9e9f2971ac19392f32d/GVRf/Framework/framework/src/main/java/org/gearvrf/utility/TextFile.java#L101-L124
Reading a plain text file in Java;https://github.com/sagiegurari/fax4j/blob/42fa51acabe7bf279e27ab3dd1cf76146b27955f/src/main/java/org/fax4j/util/IOHelper.java#L332-L342
Reading a plain text file in Java;https://github.com/Samsung/GearVRf/blob/05034d465a7b0a494fabb9e9f2971ac19392f32d/GVRf/Extensions/widgetLib/src/org/gearvrf/widgetlib/main/Utility.java#L42-L53
Reading a plain text file in Java;https://github.com/xcesco/kripton/blob/90de2c0523d39b99e81b8d38aa996898762f594a/kripton-orm/src/main/java/com/abubusoft/kripton/android/sqlite/commons/IOUtils.java#L78-L86
Reading a plain text file in Java;https://github.com/Samsung/GearVRf/blob/05034d465a7b0a494fabb9e9f2971ac19392f32d/GVRf/Framework/framework/src/main/java/org/gearvrf/utility/TextFile.java#L92-L95
Reading a plain text file in Java;https://github.com/Samsung/GearVRf/blob/05034d465a7b0a494fabb9e9f2971ac19392f32d/GVRf/Framework/framework/src/main/java/org/gearvrf/utility/TextFile.java#L61-L68
Reading a plain text file in Java;https://github.com/eclipse/xtext-core/blob/bac941cb75cb24706519845ec174cfef874d7557/org.eclipse.xtext/src/org/eclipse/xtext/generator/JavaIoFileSystemAccess.java#L254-L265
Reading a plain text file in Java;https://github.com/GCRC/nunaliit/blob/0b4abfc64eef2eb8b94f852ce697de2e851d8e67/nunaliit2-utils/src/main/java/ca/carleton/gcrc/utils/TextFileUtils.java#L17-L57
Reading a plain text file in Java;https://github.com/stratosphere/stratosphere/blob/c543a08f9676c5b2b0a7088123bd6e795a8ae0c8/stratosphere-java/src/main/java/eu/stratosphere/api/java/ExecutionEnvironment.java#L189-L195
How to check if a String is numeric in Java;https://github.com/adorsys/hbci4java-adorsys/blob/5e24f7e429d6b555e1d993196b4cf1adda6433cf/src/main/java/org/kapott/hbci/GV/AbstractHBCIJob.java#L975-L995
How to check if a String is numeric in Java;https://github.com/Unidata/thredds/blob/d2d68f9eee87f345625211324d71d5dc3e162ee1/bufr/src/main/java/ucar/nc2/iosp/bufr/writer/BufrDataProcess.java#L206-L228
How to check if a String is numeric in Java;https://github.com/CubeEngine/I18n/blob/9a1bbc8c82cea8df5a95f3f92c1d1a0b670366f0/src/main/java/org/cubeengine/i18n/I18nUtil.java#L47-L66
How to check if a String is numeric in Java;https://github.com/BlueBrain/bluima/blob/793ea3f46761dce72094e057a56cddfa677156ae/modules/bluima_jsre/src/main/java/org/itc/irst/tcc/sre/util/Orthographic.java#L170-L199
How to check if a String is numeric in Java;https://github.com/Harium/keel/blob/0369ae674f9e664bccc5f9e161ae7e7a3b949a1e/src/main/java/com/harium/keel/catalano/math/Tools.java#L228-L330
How to check if a String is numeric in Java;https://github.com/bullhorn/sdk-rest/blob/0c75a141c768bb31510afc3a412c11bd101eca06/src/main/java/com/bullhornsdk/data/util/RestUtil.java#L24-L34
How to check if a String is numeric in Java;https://github.com/google/j2objc/blob/471504a735b48d5d4ace51afa1542cc4790a921a/jre_emul/android/platform/external/icu/android_icu4j/src/main/java/android/icu/impl/locale/AsciiUtil.java#L142-L151
How to check if a String is numeric in Java;https://github.com/legsem/legstar-core2/blob/f74d25d5b2b21a2ebaaaf2162b3fb7138dca40c6/legstar-cob2xsd/src/main/java/com/legstar/cob2xsd/XsdDataItem.java#L1180-L1196
How to check if a String is numeric in Java;https://github.com/kuali/kc-api/blob/e04cf3194af9279d842747dd5610156cce00dba2/coeus-api-all/src/main/java/org/kuali/coeus/sys/api/model/AbstractDecimal.java#L131-L143
How to check if a String is numeric in Java;https://github.com/foundation-runtime/configuration/blob/c5bd171a2cca0dc1c8d568f987843ca47c6d1eed/configuration-api/src/main/java/com/cisco/oss/foundation/configuration/ConfigUtil.java#L250-L279
Java string to date conversion;https://github.com/CenturyLinkCloud/mdw/blob/91167fe65a25a5d7022cdcf8b0fae8506f5b87ce/mdw-common/src/com/centurylink/mdw/util/StringHelper.java#L1433-L1443
Java string to date conversion;https://github.com/spring-projects/spring-social-twitter/blob/5df7b3556d7bdbe7db8d833f30141336b5552178/spring-social-twitter/src/main/java/org/springframework/social/twitter/api/impl/LocalTrendsDeserializer.java#L65-L71
Java string to date conversion;https://github.com/BrunoEberhard/minimal-j/blob/f7c5461b2b47a10b383aee1e2f1f150f6773703b/example/013_NewsFeed/src/org/minimalj/example/newsfeed/xml/StaxUtil.java#L29-L36
Java string to date conversion;https://github.com/spring-projects/spring-social-twitter/blob/5df7b3556d7bdbe7db8d833f30141336b5552178/spring-social-twitter/src/main/java/org/springframework/social/twitter/api/impl/TweetDeserializer.java#L112-L122
Java string to date conversion;https://github.com/kikinteractive/ice/blob/0c58d7bf2d9f6504892d0768d6022fcfa6df7514/ice/src/main/java/com/kik/config/ice/convert/ConfigValueConverters.java#L112-L118
Java string to date conversion;https://github.com/FINRAOS/DataGenerator/blob/1f69f949401cbed4db4f553c3eb8350832c4d45a/dg-core/src/main/java/org/finra/datagenerator/engine/scxml/tags/boundary/BoundaryDate.java#L212-L221
Java string to date conversion;https://github.com/twilio/twilio-java/blob/0318974c0a6a152994af167d430255684d5e9b9f/src/main/java/com/twilio/converter/DateConverter.java#L60-L66
Java string to date conversion;https://github.com/E7du/jfinal-ext3/blob/8ffcbd150fd50c72852bb778bd427b5eb19254dc/src/main/java/com/jfinal/ext/kit/DateTimeKit.java#L384-L391
Java string to date conversion;https://github.com/ineunetOS/knife-commons/blob/eae9e59afa020a00ae8977c10d43ac8ae46ae236/knife-commons-utils/src/main/java/com/ineunet/knife/util/DateUtils.java#L92-L98
Java string to date conversion;https://github.com/haraldk/TwelveMonkeys/blob/7fad4d5cd8cb3a6728c7fd3f28a7b84d8ce0101d/common/common-lang/src/main/java/com/twelvemonkeys/lang/StringUtil.java#L896-L907
A `for' loop to iterate over an enum in Java;https://github.com/project-ncl/pnc/blob/85743ca59d14cdf750d6daa8bd0a0a8be390a796/facade/src/main/java/org/jboss/pnc/facade/rsql/RSQLProducerImpl.java#L119-L126
A `for' loop to iterate over an enum in Java;https://github.com/VoltDB/voltdb/blob/8afc1031e475835344b5497ea9e7203bc95475ac/src/frontend/org/voltdb/planner/MVQueryRewriter.java#L249-L262
A `for' loop to iterate over an enum in Java;https://github.com/aol/cyclops/blob/59a9fde30190a4d1faeb9f6d9851d209d82b81dd/cyclops/src/main/java/cyclops/data/tuple/Tuple6.java#L121-L123
A `for' loop to iterate over an enum in Java;https://github.com/korpling/ANNIS/blob/152a2e34832e015f73ac8ce8a7d4c32641641324/annis-service/src/main/java/annis/sqlgen/GraphWithClauseGenerator.java#L145-L158
A `for' loop to iterate over an enum in Java;https://github.com/overturetool/overture/blob/83175dc6c24fa171cde4fcf61ecb648eba3bdbc1/core/pog/src/main/java/org/overture/pog/visitors/PogParamStmVisitor.java#L427-L451
A `for' loop to iterate over an enum in Java;https://github.com/PeterisP/morphology/blob/a7805b7cbf09fc46ebe7f2dd4009a0807a7e2783/src/main/java/lv/semti/morphology/analyzer/AllEndings.java#L37-L54
A `for' loop to iterate over an enum in Java;https://github.com/alkacon/opencms-core/blob/bc104acc75d2277df5864da939a1f2de5fdee504/src-gwt/org/opencms/gwt/client/ui/input/location/CmsLocationController.java#L298-L305
A `for' loop to iterate over an enum in Java;https://github.com/bingoohuang/asmvalidator/blob/6e1c2564e04f8d3cb68bbebe1a07a25d7d419c8c/src/main/java/com/github/bingoohuang/asmvalidator/validation/AsmRangeValidateGenerator.java#L110-L139
A `for' loop to iterate over an enum in Java;https://github.com/killme2008/gecko/blob/0873b690ffde51e40e6eadfcd5d599eb4e3b642d/src/main/java/com/taobao/gecko/core/util/LinkedTransferQueue.java#L470-L497
A `for' loop to iterate over an enum in Java;https://github.com/bbossgroups/bboss-elasticsearch/blob/31717c8aa2c4c880987be53aeeb8a0cf5183c3a7/bboss-elasticsearch-rest/src/main/java/org/frameworkset/elasticsearch/client/RestClientUtil.java#L1982-L1986
How do I convert a String to an InputStream in Java?;https://github.com/VoltDB/voltdb/blob/8afc1031e475835344b5497ea9e7203bc95475ac/src/hsqldb19b3/org/hsqldb_voltpatches/lib/StringConverter.java#L636-L657
How do I convert a String to an InputStream in Java?;https://github.com/liaohuqiu/cube-sdk/blob/4446b1f156ad609fe72a4e7cd5de3c4c95761d96/core/src/in/srain/cube/diskcache/CacheEntry.java#L22-L24
How do I convert a String to an InputStream in Java?;https://github.com/airbrake/airbrake-java/blob/6b700a6c3d1effb9febf510bdb020abf6588466b/src/main/java/airbrake/AirbrakeNotifier.java#L12-L24
How do I convert a String to an InputStream in Java?;https://github.com/kite-sdk/kite/blob/72bfb4b1a881af85808cd7f14bc3e15160a1e811/kite-data/kite-data-hbase/src/main/java/org/kitesdk/data/hbase/avro/AvroUtils.java#L144-L164
How do I convert a String to an InputStream in Java?;https://github.com/ricksbrown/cowsay/blob/a18e4185090835e971d97fa178191ffc2e794b3c/src/main/java/com/github/ricksbrown/cowsay/Cowloader.java#L83-L106
How do I convert a String to an InputStream in Java?;https://github.com/stanfy/enroscar/blob/0e64f3c309d62e359b55ddcba10e3cc592f5e083/io/src/main/java/com/stanfy/enroscar/io/IoUtils.java#L88-L90
How do I convert a String to an InputStream in Java?;https://github.com/networknt/light-4j/blob/2a60257c60663684c8f6dc8b5ea3cf184e534db6/utility/src/main/java/com/networknt/utility/StringUtils.java#L1265-L1279
How do I convert a String to an InputStream in Java?;https://github.com/knightliao/disconf/blob/d413cbce9334fe38a5a24982ce4db3a6ed8e98ea/disconf-web/src/main/java/com/baidu/disconf/web/utils/MyStringUtils.java#L31-L40
How do I convert a String to an InputStream in Java?;https://github.com/kiegroup/droolsjbpm-tools/blob/05e1f73c591178360a198dca29f99d73918991db/drools-eclipse/org.jbpm.eclipse/src/main/java/org/jbpm/eclipse/action/ImportWorkItemsDialog.java#L456-L476
How do I convert a String to an InputStream in Java?;https://github.com/mercadopago/dx-java/blob/9df65a6bfb4db0c1fddd7699a5b109643961b03f/src/main/java/com/mercadopago/core/MPCoreUtils.java#L81-L99
Convert InputStream to byte array in Java;https://github.com/aws/aws-sdk-java/blob/aa38502458969b2d13a1c3665a56aba600e4dbd0/aws-java-sdk-core/src/main/java/com/amazonaws/util/BinaryUtils.java#L82-L87
Convert InputStream to byte array in Java;https://github.com/oehf/ipf-oht-atna/blob/25ed1e926825169c94923a2c89a4618f60478ae8/nodeauth/src/main/java/org/openhealthtools/ihe/atna/nodeauth/SecurityDomain.java#L569-L576
Convert InputStream to byte array in Java;https://github.com/susom/database/blob/25add9e08ad863712f9b5e319b6cb826f6f97640/src/main/java/com/github/susom/database/StatementAdaptor.java#L126-L140
Convert InputStream to byte array in Java;https://github.com/axibase/atsd-jdbc/blob/8bbd9d65f645272aa1d7fc07081bd10bd3e0c376/src/main/java/com/axibase/tsd/driver/jdbc/util/IOUtils.java#L13-L23
Convert InputStream to byte array in Java;https://github.com/fleipold/jproc/blob/617f498c63a822c6b0506a2474b3bc954ea25c9a/src/main/java/org/buildobjects/process/ByteArrayConsumptionThread.java#L43-L53
Convert InputStream to byte array in Java;https://github.com/VoltDB/voltdb/blob/8afc1031e475835344b5497ea9e7203bc95475ac/src/hsqldb19b3/org/hsqldb_voltpatches/lib/ClosableByteArrayOutputStream.java#L319-L330
Convert InputStream to byte array in Java;https://github.com/kiegroup/droolsjbpm-tools/blob/05e1f73c591178360a198dca29f99d73918991db/drools-eclipse/org.drools.eclipse/src/main/java/org/drools/eclipse/wizard/rule/DRLGenerator.java#L71-L74
Convert InputStream to byte array in Java;https://github.com/ktoso/janbanery/blob/cd77b774814c7fbb2a0c9c55d4c3f7e76affa636/janbanery-core/src/main/java/pl/project13/janbanery/core/dao/LogImpl.java#L101-L109
Convert InputStream to byte array in Java;https://github.com/mongodb/stitch-android-sdk/blob/159b9334b1f1a827285544be5ee20cdf7b04e4cc/core/sdk/src/main/java/com/mongodb/stitch/core/internal/common/IoUtils.java#L35-L47
Convert InputStream to byte array in Java;https://github.com/lets-blade/blade/blob/60624ee528be12122c49a9ad1713e336b959e59a/src/main/java/com/blade/kit/ConvertKit.java#L294-L297
How can I read a large text file line by line using Java?;https://github.com/play2-maven-plugin/play2-maven-plugin/blob/34e174b02c4245cfad64abd230f3cbeda9d9b2f4/play2-maven-plugin/src/main/java/com/google/code/play2/plugin/AbstractPlay2SourceGeneratorMojo.java#L102-L127
How can I read a large text file line by line using Java?;https://github.com/looly/hutool/blob/bbd74eda4c7e8a81fe7a991fa6c2276eec062e6a/hutool-core/src/main/java/cn/hutool/core/io/FileUtil.java#L2295-L2297
How can I read a large text file line by line using Java?;https://github.com/indeedeng/util/blob/332008426cf14b57e7fc3e817d9423e3f84fb922/io/src/main/java/com/indeed/util/io/Files.java#L559-L573
How can I read a large text file line by line using Java?;https://github.com/indeedeng/util/blob/332008426cf14b57e7fc3e817d9423e3f84fb922/io/src/main/java/com/indeed/util/io/Files.java#L581-L608
How can I read a large text file line by line using Java?;https://github.com/1gravity/Android-RTEditor/blob/9d8fb4bb865b3b3d011e7633afedcdfb8d21754f/RTEditor/src/main/java/com/onegravity/rteditor/utils/io/IOUtils.java#L991-L993
How can I read a large text file line by line using Java?;https://github.com/1gravity/Android-RTEditor/blob/9d8fb4bb865b3b3d011e7633afedcdfb8d21754f/RTEditor/src/main/java/com/onegravity/rteditor/utils/io/IOUtils.java#L967-L970
How can I read a large text file line by line using Java?;https://github.com/play2-maven-plugin/play2-maven-plugin/blob/34e174b02c4245cfad64abd230f3cbeda9d9b2f4/play2-maven-plugin/src/main/java/com/google/code/play2/plugin/AbstractPlay2Mojo.java#L169-L184
How can I read a large text file line by line using Java?;https://github.com/oblac/jodd/blob/85ad7f813ec0e07ecd27042aeb47ff2047631fa5/jodd-core/src/main/java/jodd/io/FileUtil.java#L887-L889
How can I read a large text file line by line using Java?;https://github.com/landawn/AbacusUtil/blob/544b7720175d15e9329f83dd22a8cc5fa4515e12/src/com/landawn/abacus/util/IOUtil.java#L687-L701
How can I read a large text file line by line using Java?;https://github.com/landawn/AbacusUtil/blob/544b7720175d15e9329f83dd22a8cc5fa4515e12/src/com/landawn/abacus/util/IOUtil.java#L683-L685
